sample,gene_family,transcript_name,transcript_length,nr_reads,min_read_len,median_read_len,max_read_len
Human 2,DAZ,REPLICATE1_transcript_1_support_2REPLICATE2_transcript_0_support_2,78,148,50,109.5,2504
Human 2,DAZ,longer_from_REPLICATE2_transcript_123_support_3,2223,10,2160,2166.5,2189
Human 2,DAZ,longer_from_REPLICATE1_transcript_466_support_5,2045,21,1887,1968,2000
Human 2,DAZ,REPLICATE1_transcript_142_support_14REPLICATE2_transcript_76_support_14,2341,127,2285,2341,2401
Human 2,DAZ,longer_from_REPLICATE1_transcript_167_support_3,2935,10,1707,2301,2915
Human 2,DAZ,REPLICATE1_transcript_155_support_23REPLICATE2_transcript_84_support_14,2341,146,2234,2341,2381
Human 2,DAZ,REPLICATE1_transcript_2_support_67REPLICATE2_transcript_1_support_73,85,230,80,85,96
Human 2,DAZ,longer_from_REPLICATE1_transcript_193_support_7,882,86,51,280,1875
Human 2,DAZ,longer_from_REPLICATE2_transcript_76_support_2,2019,11,1975,2113,2145
Human 2,DAZ,longer_from_REPLICATE1_transcript_495_support_2,1831,44,834,1762,3381
Human 2,DAZ,longer_from_REPLICATE1_transcript_482_support_8,2653,7,2619,2634,2649
Human 2,DAZ,longer_from_REPLICATE1_transcript_75_support_5,2059,9,441,500,2424
Human 2,DAZ,REPLICATE1_transcript_80_support_7REPLICATE2_transcript_47_support_4,3028,83,1786,2977,3075
Human 2,DAZ,REPLICATE1_transcript_152_support_9REPLICATE2_transcript_81_support_2,2341,86,368,2324.5,3030
Human 2,DAZ,REPLICATE1_transcript_3_support_6REPLICATE2_transcript_1_support_9,107,123,50,80,2298
Human 2,DAZ,longer_from_REPLICATE1_transcript_112_support_3,2118,5,2100,2103,2103
Human 2,DAZ,longer_from_REPLICATE2_transcript_73_support_2,2540,111,54,237,3146
Human 2,DAZ,longer_from_REPLICATE1_transcript_43_support_8,1634,4,1622,1623,1626
Human 2,DAZ,longer_from_REPLICATE1_transcript_162_support_7,2080,9,2056,2056,2071
Human 2,DAZ,longer_from_REPLICATE2_transcript_188_support_3,2248,34,563,1985,2223
Human 2,DAZ,longer_from_REPLICATE2_transcript_157_support_3,2136,8,1751,1939,2169
Human 2,DAZ,longer_from_REPLICATE2_transcript_123_support_4,1831,12,480,515,1777
Human 2,DAZ,longer_from_REPLICATE2_transcript_23_support_3,1885,36,264,1785,3600
Human 2,DAZ,longer_from_REPLICATE2_transcript_172_support_5,1790,23,1754,1769,1795
Human 2,DAZ,longer_from_REPLICATE2_transcript_109_support_4,1782,180,51,429,3147
Human 2,HSFY,longer_from_REPLICATE1_transcript_50_support_2,1385,67,141,567,2340
Human 2,HSFY,REPLICATE1_transcript_31_support_4REPLICATE2_transcript_42_support_6,444,127,53,413,666
Human 2,HSFY,REPLICATE1_transcript_12_support_30REPLICATE2_transcript_16_support_5,416,71,394,416,418
Human 2,HSFY,REPLICATE1_transcript_5_support_7REPLICATE2_transcript_7_support_2,473,94,84,395,801
Human 2,HSFY,longer_from_REPLICATE2_transcript_54_support_5,174,148,112,148,176
Human 2,HSFY,longer_from_REPLICATE1_transcript_103_support_5,635,12,547,548,549
Human 2,HSFY,longer_from_REPLICATE1_transcript_4_support_30,112,43,64,110,136
Human 2,HSFY,REPLICATE1_transcript_22_support_3REPLICATE2_transcript_25_support_5,1297,51,285,1293,1752
Human 2,HSFY,longer_from_REPLICATE2_transcript_80_support_7,458,18,85,101,1867
Human 2,HSFY,longer_from_REPLICATE1_transcript_2_support_11,367,201,233,316,2147
Human 2,HSFY,longer_from_REPLICATE1_transcript_3_support_3,228,6,167,194,222
Human 2,HSFY,longer_from_REPLICATE1_transcript_25_support_8,303,8,281,283.5,302
Human 2,HSFY,longer_from_REPLICATE1_transcript_8_support_6,866,70,52,320.5,1933
Human 2,HSFY,longer_from_REPLICATE2_transcript_15_support_3,354,32,190,324.5,349
Human 2,HSFY,REPLICATE1_transcript_35_support_3REPLICATE2_transcript_38_support_5,1333,253,99,540,3513
Human 2,HSFY,longer_from_REPLICATE1_transcript_10_support_6,221,39,91,198,1662
Human 2,HSFY,longer_from_REPLICATE1_transcript_13_support_15,379,35,249,488,2195
Human 2,HSFY,longer_from_REPLICATE2_transcript_14_support_3,279,15,246,266,743
Human 2,HSFY,longer_from_REPLICATE2_transcript_36_support_6,486,62,55,395,1645
Human 2,HSFY,longer_from_REPLICATE1_transcript_11_support_6,1328,169,141,1295,2340
Human 2,HSFY,longer_from_REPLICATE2_transcript_7_support_3,881,10,871,873,888
Human 2,HSFY,REPLICATE1_transcript_41_support_7REPLICATE2_transcript_20_support_4,473,71,380,388,1339
Human 2,HSFY,longer_from_REPLICATE1_transcript_8_support_4,294,65,233,250,674
Human 2,HSFY,longer_from_REPLICATE2_transcript_10_support_3,367,40,54,360,3545
Human 2,HSFY,longer_from_REPLICATE1_transcript_17_support_2,1876,14,164,187,2424
Human 2,HSFY,longer_from_REPLICATE2_transcript_12_support_7,141,46,120,126,139
Human 2,HSFY,longer_from_REPLICATE1_transcript_87_support_18,148,22,96,100.5,138
Human 2,HSFY,longer_from_REPLICATE2_transcript_48_support_3,766,80,535,734.5,2114
Human 2,HSFY,REPLICATE1_transcript_65_support_9REPLICATE2_transcript_38_support_6,537,69,149,537,2417
Human 2,HSFY,REPLICATE1_transcript_40_support_22REPLICATE2_transcript_44_support_42,1394,395,774,1394,2713
Human 2,HSFY,longer_from_REPLICATE2_transcript_35_support_2,404,56,143,408.5,1573
Human 2,HSFY,REPLICATE1_transcript_36_support_9REPLICATE2_transcript_39_support_8,1395,76,539,1396,3861
Human 2,PRY,longer_from_REPLICATE1_transcript_63_support_7,972,15,803,804,877
Human 2,PRY,longer_from_REPLICATE1_transcript_12_support_2,413,93,56,189,1617
Human 2,PRY,longer_from_REPLICATE2_transcript_5_support_2,1141,26,63,460,1148
Human 2,PRY,longer_from_REPLICATE1_transcript_30_support_10,663,18,124,655,1366
Human 2,PRY,longer_from_REPLICATE2_transcript_7_support_3,68,35,50,115,1800
Human 2,PRY,longer_from_REPLICATE1_transcript_43_support_24,434,179,285,406,1599
Human 2,PRY,longer_from_REPLICATE2_transcript_15_support_6,257,313,50,177,2339
Human 2,PRY,longer_from_REPLICATE1_transcript_4_support_3,96,191,50,353,2021
Human 2,PRY,longer_from_REPLICATE1_transcript_42_support_3,345,134,50,258.5,2393
Human 2,PRY,longer_from_REPLICATE2_transcript_6_support_3,161,116,50,247.5,2207
Human 2,PRY,longer_from_REPLICATE1_transcript_11_support_3,145,171,50,165,2393
Human 2,PRY,REPLICATE1_transcript_26_support_3REPLICATE2_transcript_31_support_6,180,167,50,282,4706
Human 2,PRY,longer_from_REPLICATE1_transcript_5_support_3,241,202,50,283.5,1875
Human 2,PRY,REPLICATE1_transcript_1_support_5REPLICATE2_transcript_4_support_5,113,113,50,112,604
Human 2,PRY,REPLICATE1_transcript_10_support_3REPLICATE2_transcript_9_support_6,57,88,55,229.5,2591
Human 2,PRY,REPLICATE1_transcript_10_support_6REPLICATE2_transcript_1_support_6,93,403,50,133,2393
Human 2,PRY,longer_from_REPLICATE1_transcript_8_support_4,94,55,52,157,2629
Human 2,PRY,longer_from_REPLICATE1_transcript_7_support_3,229,38,55,237,1294
Human 2,PRY,longer_from_REPLICATE1_transcript_13_support_3,583,134,50,258.5,2393
Human 2,PRY,longer_from_REPLICATE1_transcript_36_support_5,554,114,50,178,2339
Human 2,PRY,longer_from_REPLICATE1_transcript_5_support_2,871,33,374,642,880
Human 2,PRY,REPLICATE1_transcript_10_support_7REPLICATE2_transcript_16_support_9,383,68,236,270,389
Human 2,PRY,REPLICATE1_transcript_41_support_14REPLICATE2_transcript_74_support_16,100,50,100,100,101
Human 2,PRY,longer_from_REPLICATE1_transcript_4_support_2,101,204,50,346,2021
Human 2,PRY,REPLICATE1_transcript_25_support_13REPLICATE2_transcript_24_support_12,784,40,760,784,791
Human 2,PRY,longer_from_REPLICATE1_transcript_9_support_5,329,113,52,373,2222
Human 2,PRY,longer_from_REPLICATE2_transcript_5_support_3,173,168,55,253.5,3116
Human 2,PRY,REPLICATE1_transcript_3_support_6REPLICATE2_transcript_2_support_6,79,146,53,80,944
Human 2,PRY,longer_from_REPLICATE2_transcript_8_support_6,194,230,51,137,3272
Human 2,PRY,REPLICATE1_transcript_2_support_16REPLICATE2_transcript_1_support_15,136,117,133,137,473
Human 2,PRY,REPLICATE1_transcript_23_support_5REPLICATE2_transcript_41_support_2,1546,66,143,440,1573
Human 2,PRY,REPLICATE1_transcript_8_support_4REPLICATE2_transcript_8_support_4,1626,66,78,518.5,2621
Human 2,PRY,longer_from_REPLICATE2_transcript_16_support_4,176,146,52,188.5,2274
Human 2,PRY,REPLICATE1_transcript_4_support_16REPLICATE2_transcript_4_support_17,241,215,51,241,2730
Human 2,PRY,REPLICATE1_transcript_0_support_9REPLICATE2_transcript_0_support_8,64,101,62,400,1923
Human 2,PRY,longer_from_REPLICATE1_transcript_2_support_3,95,26,60,512.5,1845
Human 2,PRY,REPLICATE1_transcript_3_support_4REPLICATE2_transcript_28_support_653,100,2162,50,100,3411
Human 2,PRY,longer_from_REPLICATE1_transcript_0_support_3,213,71,54,304,2426
Human 2,PRY,longer_from_REPLICATE1_transcript_47_support_3,1464,5,1444,1450,1514
Human 2,PRY,longer_from_REPLICATE2_transcript_3_support_3,67,342,51,230,2591
Human 2,PRY,longer_from_REPLICATE1_transcript_121_support_3,595,41,50,499,3021
Human 2,PRY,longer_from_REPLICATE2_transcript_1_support_2,72,15,50,100,1669
Human 2,PRY,longer_from_REPLICATE1_transcript_15_support_3,508,51,50,109,2504
Human 2,PRY,longer_from_REPLICATE2_transcript_2_support_3,198,156,50,299,3883
Human 2,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_1_support_8,283,54,58,284,635
Human 2,PRY,longer_from_REPLICATE2_transcript_1_support_6,132,38,104,128,1355
Human 2,PRY,longer_from_REPLICATE2_transcript_6_support_5,204,8,202,202,202
Human 2,PRY,REPLICATE1_transcript_11_support_5REPLICATE2_transcript_8_support_6,133,81,122,204,2676
Human 2,PRY,longer_from_REPLICATE2_transcript_8_support_3,128,121,52,164,1972
Human 2,PRY,longer_from_REPLICATE1_transcript_93_support_3,778,14,774,1318.5,1370
Human 2,PRY,longer_from_REPLICATE2_transcript_69_support_2,266,4,264,291,319
Human 2,PRY,REPLICATE1_transcript_2_support_19REPLICATE2_transcript_10_support_19,142,77,138,142,143
Human 2,PRY,longer_from_REPLICATE2_transcript_0_support_6,56,31,50,194,1054
Human 2,PRY,longer_from_REPLICATE1_transcript_179_support_3,1791,31,1672,1797,2979
Human 2,PRY,longer_from_REPLICATE1_transcript_9_support_3,131,37,50,101,186
Human 2,PRY,longer_from_REPLICATE2_transcript_2_support_6,943,16,853,1696,2489
Human 2,PRY,longer_from_REPLICATE2_transcript_11_support_12,364,24,327,1262,2595
Human 2,PRY,longer_from_REPLICATE2_transcript_10_support_3,322,56,61,429,2775
Human 2,PRY,longer_from_REPLICATE1_transcript_10_support_4,54,37,50,101,186
Human 2,PRY,longer_from_REPLICATE1_transcript_1_support_6,89,37,52,357,1708
Human 2,PRY,longer_from_REPLICATE1_transcript_64_support_3,1843,3,1772,1772,1776
Human 2,PRY,longer_from_REPLICATE2_transcript_6_support_4,99,52,50,497.5,1950
Human 2,PRY,REPLICATE1_transcript_20_support_2REPLICATE2_transcript_15_support_8,71,38,54,77,1582
Human 2,PRY,REPLICATE1_transcript_7_support_11REPLICATE2_transcript_6_support_16,841,55,817,841,866
Human 2,PRY,REPLICATE1_transcript_2_support_3REPLICATE2_transcript_77_support_3,100,114,53,260.5,2917
Human 2,PRY,REPLICATE1_transcript_15_support_11REPLICATE2_transcript_15_support_9,215,42,205,215,258
Human 2,PRY,longer_from_REPLICATE2_transcript_47_support_3,2114,31,266,1980,2114
Human 2,PRY,REPLICATE1_transcript_23_support_2REPLICATE2_transcript_56_support_5,101,37,50,101,1669
Human 2,PRY,longer_from_REPLICATE2_transcript_3_support_4,712,14,137,475,714
Human 2,PRY,longer_from_REPLICATE2_transcript_14_support_3,405,41,332,1720,3282
Human 2,PRY,longer_from_REPLICATE2_transcript_16_support_2,709,25,68,480,858
Human 2,PRY,longer_from_REPLICATE1_transcript_19_support_3,93,78,52,299,1933
Human 2,PRY,REPLICATE1_transcript_43_support_32REPLICATE2_transcript_75_support_30,100,107,97,100,103
Human 2,PRY,REPLICATE1_transcript_26_support_2REPLICATE2_transcript_35_support_2,100,37,100,252,428
Human 2,PRY,REPLICATE1_transcript_5_support_11REPLICATE2_transcript_8_support_7,364,58,340,364,369
Human 2,PRY,longer_from_REPLICATE1_transcript_1_support_4,73,191,50,353,2021
Human 2,PRY,longer_from_REPLICATE1_transcript_32_support_3,786,33,342,673,1833
Human 2,PRY,REPLICATE1_transcript_3_support_18REPLICATE2_transcript_15_support_4,102,78,99,103,1922
Human 2,PRY,REPLICATE1_transcript_0_support_30REPLICATE2_transcript_0_support_24,104,81,83,104,105
Human 2,PRY,longer_from_REPLICATE2_transcript_2_support_5,227,26,193,227,3165
Human 2,PRY,REPLICATE1_transcript_30_support_4REPLICATE2_transcript_62_support_3,100,112,50,429,1787
Human 2,PRY,longer_from_REPLICATE2_transcript_30_support_4,345,21,281,1069,2102
Human 2,PRY,REPLICATE1_transcript_11_support_6REPLICATE2_transcript_38_support_2,100,98,50,100,3288
Human 2,PRY,longer_from_REPLICATE1_transcript_47_support_28,305,387,264,266,287
Human 2,PRY,REPLICATE1_transcript_13_support_3REPLICATE2_transcript_46_support_4,101,68,101,582.5,4706
Human 2,PRY,REPLICATE1_transcript_6_support_6REPLICATE2_transcript_6_support_3,75,186,51,336,1933
Human 2,PRY,longer_from_REPLICATE2_transcript_1_support_4,657,7,645,646,652
Human 2,PRY,REPLICATE1_transcript_16_support_59REPLICATE2_transcript_23_support_50,679,303,668,679,697
Human 2,PRY,longer_from_REPLICATE1_transcript_16_support_4,737,142,101,583,4706
Human 2,PRY,longer_from_REPLICATE2_transcript_45_support_3,217,193,58,181,4706
Human 2,PRY,longer_from_REPLICATE1_transcript_2_support_4,87,134,50,258.5,2393
Human 2,PRY,longer_from_REPLICATE1_transcript_115_support_3,1244,8,279,738,1225
Human 2,PRY,REPLICATE1_transcript_4_support_6REPLICATE2_transcript_4_support_6,376,97,51,350,2298
Human 2,PRY,REPLICATE1_transcript_9_support_5REPLICATE2_transcript_9_support_2,496,97,100,342,2019
Human 2,PRY,REPLICATE1_transcript_3_support_9REPLICATE2_transcript_2_support_7,156,56,147,159,777
Human 2,PRY,REPLICATE1_transcript_11_support_19REPLICATE2_transcript_13_support_20,398,125,101,398,2192
Human 2,PRY,REPLICATE1_transcript_1_support_13REPLICATE2_transcript_2_support_11,100,39,97,100,142
Human 2,PRY,longer_from_REPLICATE1_transcript_131_support_4,2114,7,1984,2036,2044
Human 2,PRY,longer_from_REPLICATE2_transcript_0_support_13,126,33,56,105,3411
Human 2,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_6_support_5,344,122,58,295,2044
Human 2,PRY,REPLICATE1_transcript_10_support_4REPLICATE2_transcript_5_support_3,1042,297,50,233,2393
Human 2,PRY,REPLICATE1_transcript_0_support_4REPLICATE2_transcript_32_support_2,100,308,55,533,2482
Human 2,PRY,REPLICATE1_transcript_4_support_11REPLICATE2_transcript_1_support_6,870,166,59,131,1063
Human 2,PRY,REPLICATE1_transcript_1_support_3REPLICATE2_transcript_3_support_3,55,391,50,198,2393
Human 2,PRY,longer_from_REPLICATE1_transcript_143_support_2,152,57,70,259,1854
Human 2,PRY,REPLICATE1_transcript_25_support_5REPLICATE2_transcript_38_support_3,307,163,61,499,3164
Human 2,PRY,REPLICATE1_transcript_4_support_5REPLICATE2_transcript_0_support_9,233,77,54,277,2105
Human 2,PRY,longer_from_REPLICATE1_transcript_26_support_3,1151,3,1059,1059,1066
Human 2,PRY,longer_from_REPLICATE1_transcript_8_support_11,305,43,54,304,2426
Human 2,PRY,REPLICATE1_transcript_1_support_7REPLICATE2_transcript_18_support_8,102,43,50,102,104
Human 2,PRY,longer_from_REPLICATE2_transcript_75_support_5,887,4,841,845,862
Human 2,PRY,longer_from_REPLICATE2_transcript_28_support_3,462,8,452,1400,2314
Human 2,PRY,longer_from_REPLICATE2_transcript_79_support_2,266,6,249,264.5,486
Human 2,PRY,longer_from_REPLICATE2_transcript_23_support_3,412,58,189,355.5,2192
Human 2,PRY,longer_from_REPLICATE1_transcript_23_support_4,1870,8,1824,1825,1836
Human 2,PRY,REPLICATE1_transcript_1_support_3REPLICATE2_transcript_2_support_6,76,227,51,102,2319
Human 2,PRY,REPLICATE1_transcript_25_support_3REPLICATE2_transcript_58_support_2,101,29,52,380,1060
Human 2,PRY,REPLICATE1_transcript_18_support_552REPLICATE2_transcript_48_support_549,101,2194,50,101,2021
Human 2,PRY,REPLICATE1_transcript_9_support_15REPLICATE2_transcript_14_support_13,709,268,51,686,3147
Human 2,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_4_support_3,537,188,50,307.5,2283
Human 2,PRY,REPLICATE1_transcript_34_support_24REPLICATE2_transcript_68_support_24,100,225,50,100,3272
Human 2,PRY,REPLICATE1_transcript_7_support_27REPLICATE2_transcript_9_support_13,398,132,63,398,1148
Human 2,PRY,longer_from_REPLICATE1_transcript_7_support_8,392,33,374,642,880
Human 2,PRY,REPLICATE1_transcript_3_support_50REPLICATE2_transcript_61_support_42,101,196,50,101,114
Human 2,PRY,REPLICATE1_transcript_78_support_10REPLICATE2_transcript_59_support_16,235,93,52,235,2305
Human 2,PRY,REPLICATE1_transcript_11_support_3REPLICATE2_transcript_14_support_3,100,311,50,175,3272
Human 2,PRY,REPLICATE1_transcript_1_support_7REPLICATE2_transcript_53_support_3,101,57,50,102,634
Human 2,PRY,REPLICATE1_transcript_5_support_8REPLICATE2_transcript_8_support_3,182,242,50,181,2639
Human 2,PRY,longer_from_REPLICATE1_transcript_79_support_3,255,39,96,661,2473
Human 2,PRY,REPLICATE1_transcript_0_support_5REPLICATE2_transcript_0_support_3,172,380,50,187,2339
Human 2,PRY,REPLICATE1_transcript_1_support_3REPLICATE2_transcript_2_support_4,104,277,51,142,3272
Human 2,PRY,REPLICATE1_transcript_18_support_4REPLICATE2_transcript_25_support_2,100,53,75,381,2482
Human 2,RBMY,longer_from_REPLICATE1_transcript_169_support_5,342,30,50,307.5,1357
Human 2,RBMY,longer_from_REPLICATE1_transcript_88_support_2,440,18,168,573.5,1784
Human 2,RBMY,longer_from_REPLICATE2_transcript_20_support_37,333,56,61,429,2775
Human 2,RBMY,REPLICATE1_transcript_37_support_3REPLICATE2_transcript_24_support_2,81,214,50,291,3043
Human 2,RBMY,longer_from_REPLICATE1_transcript_201_support_4,448,309,56,352,1617
Human 2,RBMY,longer_from_REPLICATE1_transcript_38_support_19,1010,18,106,1006.5,1783
Human 2,RBMY,longer_from_REPLICATE1_transcript_47_support_53,330,98,97,534,2478
Human 2,RBMY,longer_from_REPLICATE1_transcript_22_support_3,590,468,50,353,1573
Human 2,RBMY,longer_from_REPLICATE1_transcript_3_support_69,578,75,50,299,2283
Human 2,RBMY,longer_from_REPLICATE2_transcript_79_support_3,407,115,326,342,346
Human 2,RBMY,longer_from_REPLICATE2_transcript_26_support_4,599,28,580,581,614
Human 2,RBMY,longer_from_REPLICATE1_transcript_75_support_2,2218,43,100,1336,2222
Human 2,RBMY,longer_from_REPLICATE1_transcript_81_support_2,396,29,81,423,2178
Human 2,RBMY,REPLICATE1_transcript_131_support_23REPLICATE2_transcript_59_support_73,378,947,279,378,1935
Human 2,RBMY,longer_from_REPLICATE2_transcript_31_support_41,246,287,61,175,1044
Human 2,RBMY,longer_from_REPLICATE1_transcript_118_support_22,310,56,210,306,1357
Human 2,RBMY,longer_from_REPLICATE1_transcript_35_support_14,890,184,50,400,2485
Human 2,RBMY,longer_from_REPLICATE2_transcript_91_support_4,717,48,285,653,1752
Human 2,RBMY,longer_from_REPLICATE2_transcript_4_support_10,677,33,102,1381,3182
Human 2,RBMY,longer_from_REPLICATE1_transcript_111_support_8,1811,37,533,1773,1833
Human 2,RBMY,REPLICATE1_transcript_41_support_5REPLICATE2_transcript_17_support_3,331,58,288,375.5,1336
Human 2,RBMY,longer_from_REPLICATE1_transcript_125_support_4,350,4,331,331,331
Human 2,RBMY,longer_from_REPLICATE2_transcript_32_support_5,432,70,59,401.5,2518
Human 2,RBMY,longer_from_REPLICATE2_transcript_16_support_3,585,362,166,440,2752
Human 2,RBMY,REPLICATE1_transcript_155_support_3REPLICATE2_transcript_121_support_5,399,13,385,399,421
Human 2,RBMY,longer_from_REPLICATE1_transcript_0_support_5,365,31,50,92,363
Human 2,RBMY,longer_from_REPLICATE1_transcript_99_support_2,175,37,122,150,1044
Human 2,RBMY,longer_from_REPLICATE1_transcript_113_support_25,546,50,258,486,2542
Human 2,TSPY,longer_from_REPLICATE2_transcript_635_support_2,609,38,482,504,587
Human 2,TSPY,longer_from_REPLICATE2_transcript_313_support_3,341,89,254,265,297
Human 2,TSPY,longer_from_REPLICATE1_transcript_215_support_3,173,77,64,128,869
Human 2,TSPY,longer_from_REPLICATE2_transcript_468_support_3,494,27,446,457,482
Human 2,TSPY,longer_from_REPLICATE2_transcript_2_support_2,318,39,279,283,286
Human 2,TSPY,longer_from_REPLICATE2_transcript_223_support_7,413,47,386,411,2260
Human 2,TSPY,longer_from_REPLICATE2_transcript_278_support_2,314,13,263,283,635
Human 2,TSPY,longer_from_REPLICATE2_transcript_479_support_9,1148,19,1099,1114,1129
Human 2,TSPY,longer_from_REPLICATE2_transcript_5_support_2,365,212,76,288,2181
Human 2,TSPY,longer_from_REPLICATE2_transcript_520_support_4,871,3,823,829,830
Human 2,TSPY,longer_from_REPLICATE2_transcript_82_support_4,450,4,387,415,438
Human 2,TSPY,longer_from_REPLICATE1_transcript_105_support_3,298,32,250,256,262
